dateModified,pm25,pm1,locationName,locationDescription,location,timestamp,pm10,locationId,geoPointLocation,type,id,properties,labels,dateCreated
2022-08-31T23:01:02.603Z,5.08,4.05,I02,Eindhoven Scherpenering,{'type': 'Point' 'coordinates': [5.3582 51.4379]},2022-08-31T21:30:00Z,11.56,521,{'lat': 51.4379 'lon': 5.3582},DustMonitoringObservation,urn:ngsi-ld:dustmonitoring:observation,[],[],2020-12-10T16:44:34.825Z
2022-08-31T23:01:02.603Z,5.08,4.05,I02,Eindhoven Scherpenering,{'type': 'Point' 'coordinates': [5.3582 51.4379]},2022-08-31T21:40:00Z,9.84,521,{'lat': 51.4379 'lon': 5.3582},DustMonitoringObservation,urn:ngsi-ld:dustmonitoring:observation,[],[],2020-12-10T16:44:34.825Z
2022-08-31T23:01:02.603Z,5.08,4.05,I02,Eindhoven Scherpenering,{'type': 'Point' 'coordinates': [5.3582 51.4379]},2022-08-31T21:50:01Z,14.92,521,{'lat': 51.4379 'lon': 5.3582},DustMonitoringObservation,urn:ngsi-ld:dustmonitoring:observation,[],[],2020-12-10T16:44:34.825Z
2022-08-31T23:01:02.603Z,5.08,4.05,I02,Eindhoven Scherpenering,{'type': 'Point' 'coordinates': [5.3582 51.4379]},2022-08-31T22:00:00Z,12.14,521,{'lat': 51.4379 'lon': 5.3582},DustMonitoringObservation,urn:ngsi-ld:dustmonitoring:observation,[],[],2020-12-10T16:44:34.825Z
2022-08-31T23:01:02.603Z,5.08,4.05,I02,Eindhoven Scherpenering,{'type': 'Point' 'coordinates': [5.3582 51.4379]},2022-08-31T22:10:00Z,9.12,521,{'lat': 51.4379 'lon': 5.3582},DustMonitoringObservation,urn:ngsi-ld:dustmonitoring:observation,[],[],2020-12-10T16:44:34.825Z
2022-08-31T23:01:02.603Z,5.08,4.05,I02,Eindhoven Scherpenering,{'type': 'Point' 'coordinates': [5.3582 51.4379]},2022-08-31T22:20:00Z,8.74,521,{'lat': 51.4379 'lon': 5.3582},DustMonitoringObservation,urn:ngsi-ld:dustmonitoring:observation,[],[],2020-12-10T16:44:34.825Z
2022-08-31T23:01:02.603Z,5.08,4.05,I02,Eindhoven Scherpenering,{'type': 'Point' 'coordinates': [5.3582 51.4378]},2022-08-31T22:30:00Z,8.04,521,{'lat': 51.4378 'lon': 5.3582},DustMonitoringObservation,urn:ngsi-ld:dustmonitoring:observation,[],[],2020-12-10T16:44:34.825Z
2022-08-31T23:01:02.603Z,5.08,4.05,I02,Eindhoven Scherpenering,{'type': 'Point' 'coordinates': [5.3582 51.4378]},2022-08-31T22:40:00Z,7.24,521,{'lat': 51.4378 'lon': 5.3582},DustMonitoringObservation,urn:ngsi-ld:dustmonitoring:observation,[],[],2020-12-10T16:44:34.825Z
